scenario,interest_rate_shock,initial_interest_rate,interest_rate_bucket,predicted_pd
Mild Stress (+5%),0.05,0.210315,high,0.05081381500595474
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.05081381500595474
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.297885,high,0.22661961179732795
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.11445000000000001,very_low,0.13391662951404368
Mild Stress (+5%),0.05,0.11445000000000001,very_low,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.21955500000000003,high,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.07575757575757576
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.16212000000000001,very_low,0.01762632197414806
Mild Stress (+5%),0.05,0.20895000000000002,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09293914137442995
Mild Stress (+5%),0.05,0.118335,very_low,0.0725967291583566
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.115395,very_low,0.09012617664730622
Mild Stress (+5%),0.05,0.153405,very_low,0.08408752434414023
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.19299,medium,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.19939500000000002,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.2875
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.2586490939044481
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.308595,very_high,0.2586490939044481
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.10048499999999999,very_low,0.13391662951404368
Mild Stress (+5%),0.05,0.1596,very_low,0.09012617664730622
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.188895,low,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.11445000000000001,very_low,0.09012617664730622
Mild Stress (+5%),0.05,0.157395,very_low,0.09012617664730622
Mild Stress (+5%),0.05,0.308595,very_high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.19939500000000002,high,0.21285140562248997
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.26355,high,0.18269230769230768
Mild Stress (+5%),0.05,0.20233500000000001,high,0.3327205882352941
Mild Stress (+5%),0.05,0.19939500000000002,high,0.16990846681922198
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.040262172284644196
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.3327205882352941
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.11445000000000001,very_low,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.09090909090909091
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.0966,very_low,0.07830687830687831
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.3327205882352941
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.19939500000000002,high,0.05081381500595474
Mild Stress (+5%),0.05,0.194355,medium,0.09293914137442995
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.19939500000000002,high,0.08408752434414023
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.16990846681922198
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.13167,very_low,0.08408752434414023
Mild Stress (+5%),0.05,0.11445000000000001,very_low,0.08953341740226986
Mild Stress (+5%),0.05,0.308595,very_high,0.22661961179732795
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.05081381500595474
Mild Stress (+5%),0.05,0.13713,very_low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.06521739130434781
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.24885,high,0.16990846681922198
Mild Stress (+5%),0.05,0.189525,low,0.040262172284644196
Mild Stress (+5%),0.05,0.19939500000000002,high,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.19939500000000002,high,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.2875
Mild Stress (+5%),0.05,0.308595,very_high,0.22661961179732795
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.33915,very_high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.10395000000000001,very_low,0.08408752434414023
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.28108500000000003,high,0.21285140562248997
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.188895,low,0.09508752318144559
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.1134,very_low,0.08953341740226986
Mild Stress (+5%),0.05,0.0966,very_low,0.08953341740226986
Mild Stress (+5%),0.05,0.22165500000000002,high,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.188895,low,0.16990846681922198
Mild Stress (+5%),0.05,0.19939500000000002,high,0.09293914137442995
Mild Stress (+5%),0.05,0.19939500000000002,high,0.18269230769230768
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.1134,very_low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.19939500000000002,high,0.13391662951404368
Mild Stress (+5%),0.05,0.212835,high,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.189525,low,0.30736842105263157
Mild Stress (+5%),0.05,0.11445000000000001,very_low,0.08953341740226986
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.0966,very_low,0.08953341740226986
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09293914137442995
Mild Stress (+5%),0.05,0.20895000000000002,high,0.33088235294117646
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.16990846681922198
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.26239500000000004,high,0.21285140562248997
Mild Stress (+5%),0.05,0.189525,low,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.05081381500595474
Mild Stress (+5%),0.05,0.11445000000000001,very_low,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.10395000000000001,very_low,0.08408752434414023
Mild Stress (+5%),0.05,0.20233500000000001,high,0.2586490939044481
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.0966,very_low,0.09012617664730622
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.1134,very_low,0.08953341740226986
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.189525,low,0.08408752434414023
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.2586490939044481
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.1134,very_low,0.09012617664730622
Mild Stress (+5%),0.05,0.141645,very_low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.308595,very_high,0.22661961179732795
Mild Stress (+5%),0.05,0.20233500000000001,high,0.06521739130434781
Mild Stress (+5%),0.05,0.21651,high,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.240765,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.3327205882352941
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.10395000000000001,very_low,0.09012617664730622
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.07575757575757576
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.19939500000000002,high,0.18269230769230768
Mild Stress (+5%),0.05,0.20233500000000001,high,0.2586490939044481
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.3888888888888889
Mild Stress (+5%),0.05,0.256095,high,0.22661961179732795
Mild Stress (+5%),0.05,0.10048499999999999,very_low,0.13391662951404368
Mild Stress (+5%),0.05,0.11445000000000001,very_low,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.1471861471861472
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.040262172284644196
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.2586490939044481
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.308595,very_high,0.22661961179732795
Mild Stress (+5%),0.05,0.25000500000000003,high,0.16990846681922198
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.33915,very_high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.308595,very_high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.33915,very_high,0.22661961179732795
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.16946999999999998,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.3327205882352941
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.05081381500595474
Mild Stress (+5%),0.05,0.189525,low,0.08408752434414023
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.08953341740226986
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.3255,very_high,0.18269230769230768
Mild Stress (+5%),0.05,0.11445000000000001,very_low,0.08953341740226986
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.1134,very_low,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.1134,very_low,0.08953341740226986
Mild Stress (+5%),0.05,0.11445000000000001,very_low,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.22995000000000002,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.2586490939044481
Mild Stress (+5%),0.05,0.14973,very_low,0.08408752434414023
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.308595,very_high,0.22661961179732795
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.26019,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.308595,very_high,0.2586490939044481
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.1134,very_low,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.06521739130434781
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.3327205882352941
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.05081381500595474
Mild Stress (+5%),0.05,0.157395,very_low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.26796,high,0.08953341740226986
Mild Stress (+5%),0.05,0.20895000000000002,high,0.4960725075528701
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.18564000000000003,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.3327205882352941
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.0966,very_low,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.19939500000000002,high,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.05081381500595474
Mild Stress (+5%),0.05,0.20380500000000001,high,0.22661961179732795
Mild Stress (+5%),0.05,0.14826,very_low,0.08408752434414023
Mild Stress (+5%),0.05,0.19939500000000002,high,0.1471861471861472
Mild Stress (+5%),0.05,0.10048499999999999,very_low,0.09067566951310499
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20548500000000003,high,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.308595,very_high,0.22661961179732795
Mild Stress (+5%),0.05,0.20895000000000002,high,0.4960725075528701
Mild Stress (+5%),0.05,0.20233500000000001,high,0.05081381500595474
Mild Stress (+5%),0.05,0.19278000000000003,medium,0.09012617664730622
Mild Stress (+5%),0.05,0.20895000000000002,high,0.4960725075528701
Mild Stress (+5%),0.05,0.308595,very_high,0.22661961179732795
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.16990846681922198
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20034000000000002,high,0.18269230769230768
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.19939500000000002,high,0.13391662951404368
Mild Stress (+5%),0.05,0.33915,very_high,0.22661961179732795
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.19939500000000002,high,0.16990846681922198
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20874,high,0.13391662951404368
Mild Stress (+5%),0.05,0.11445000000000001,very_low,0.09293914137442995
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09293914137442995
Mild Stress (+5%),0.05,0.2751,high,0.21285140562248997
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.23289,high,0.13391662951404368
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.308595,very_high,0.2875
Mild Stress (+5%),0.05,0.20233500000000001,high,0.16990846681922198
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09293914137442995
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.09293914137442995
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20895000000000002,high,0.4960725075528701
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.3327205882352941
Mild Stress (+5%),0.05,0.189525,low,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.33915,very_high,0.22661961179732795
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.06666666666666667
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.33915,very_high,0.3026315789473684
Mild Stress (+5%),0.05,0.308595,very_high,0.13391662951404368
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.20233500000000001,high,0.16990846681922198
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.09012617664730622
Mild Stress (+5%),0.05,0.189525,low,0.05081381500595474
Mild Stress (+5%),0.05,0.20895000000000002,high,0.3888888888888889
Mild Stress (+5%),0.05,0.20233500000000001,high,0.30736842105263157
Mild Stress (+5%),0.05,0.189525,low,0.30736842105263157
